Date,Open,High,Low,Close,Volume
2022-10-03,138.2100067138672,143.07000732421875,137.69000244140625,142.4499969482422,114311700
2022-10-13,134.99000549316406,143.58999633789062,134.3699951171875,142.99000549316406,113224000
2022-10-21,142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,86548600
2022-10-28,148.1999969482422,157.5,147.82000732421875,155.74000549316406,164762400
2022-11-10,141.24000549316406,146.8699951171875,139.5,146.8699951171875,118854000
2022-11-30,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,111380900
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,154357300
2024-02-02,179.86000061035156,187.3300018310547,179.25,185.85000610351562,102518000
2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,91070300
2024-06-11,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,172373300
2024-08-05,199.08999633789062,213.5,196.0,209.27000427246094,119548600
