Date,Open,High,Low,Close,Volume
2022-10-03,12.347000122070312,12.678000450134277,12.104999542236328,12.51200008392334,547478000
2022-10-04,12.878999710083008,13.220000267028809,12.878999710083008,13.166999816894531,584182000
2022-10-05,12.91100025177002,13.321000099182129,12.621000289916992,13.208999633789062,507131000
2022-10-06,13.220000267028809,13.656000137329102,13.102999687194824,13.130000114440918,644157000
2022-10-07,12.505000114440918,12.670000076293945,12.022000312805176,12.076000213623047,672478000
2022-10-10,12.036999702453613,12.12399959564209,11.407999992370605,11.670000076293945,698699000
2022-10-11,11.560999870300293,11.845999717712402,11.282999992370605,11.586000442504883,667482000
2022-10-12,11.579000473022461,11.734999656677246,11.345000267028809,11.5,492590000
2022-10-13,10.970999717712402,12.07800006866455,10.812999725341797,11.960000038146973,850103000
2022-10-14,12.057000160217285,12.111000061035156,11.204000473022461,11.22700023651123,713432000
2022-10-17,11.517999649047852,11.947999954223633,11.517000198364258,11.887999534606934,580774000
2022-10-18,12.343999862670898,12.491999626159668,11.618000030517578,11.967000007629395,659362000
2022-10-19,11.878999710083008,12.350000381469727,11.833999633789062,12.050999641418457,523131000
2022-10-20,12.11299991607666,12.769000053405762,12.104999542236328,12.194000244140625,652398000
2022-10-21,12.097999572753906,12.498000144958496,11.88700008392334,12.465999603271484,609494000
2022-10-24,12.508000373840332,12.710000038146973,12.064000129699707,12.598999977111816,517457000
2022-10-25,12.694000244140625,13.300000190734863,12.663999557495117,13.26099967956543,505482000
2022-10-26,12.869000434875488,13.387999534606934,12.708000183105469,12.895999908447266,532953000
2022-10-27,13.630000114440918,13.838000297546387,13.121999740600586,13.175999641418457,583113000
2022-10-28,13.104000091552734,13.850000381469727,13.060999870300293,13.833999633789062,521040000
2022-10-31,13.777999877929688,13.838000297546387,13.29699993133545,13.496999740600586,486341000
2022-11-01,13.810999870300293,13.925000190734863,13.519000053405762,13.543000221252441,432817000
2022-11-02,13.850000381469727,14.210000038146973,13.211000442504883,13.218999862670898,672628000
2022-11-03,13.043000221252441,13.781000137329102,12.956000328063965,13.420999526977539,500065000
2022-11-04,13.986000061035156,14.229000091552734,13.696999549865723,14.156000137329102,612576000
2022-11-07,14.227999687194824,14.411999702453613,13.954000473022461,14.300999641418457,410061000
2022-11-08,14.800999641418457,14.890999794006348,14.215999603271484,14.60200023651123,595292000
2022-11-09,14.161999702453613,14.211000442504883,13.758999824523926,13.776000022888184,454414000
2022-11-10,14.800000190734863,15.77299976348877,14.54699993133545,15.75,700819000
2022-11-11,15.807000160217285,16.388999938964844,15.482000350952148,16.32699966430664,655487000
2022-11-14,16.218000411987305,16.540000915527344,15.92199993133545,16.295000076293945,527852000
2022-11-15,16.722000122070312,16.99799919128418,16.381999969482422,16.666000366210938,545876000
2022-11-16,16.16200065612793,16.36199951171875,15.873000144958496,15.90999984741211,649547000
2022-11-17,15.71500015258789,16.266000747680664,15.53499984741211,15.677000045776367,710894000
2022-11-18,15.965999603271484,16.00200080871582,15.119999885559082,15.409000396728516,492072000
2022-11-21,15.147000312805176,15.47700023651123,15.079999923706055,15.317000389099121,404739000
